,,,,,,,,,,,,,,,,,,,,,
Iterations per tickets _6/20/17,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Ticket Number,Assigned To (CSR),Client/Account Name,Severity,Service Offering,Additional Info 1,Additional Info 2,Category,Status,Last Status Modified Date,Date Created-Format,Date Last Modified-Format,Response Date-Format,Date Closed-Format,PER Phase Date-Format,Parent Ticket Number,Child Ticket Number,PER Phase,Production Implementation Tracking,Summary,Time Spent (min),Age(Days)
5377-13407824,User51,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),MAY/NM2(6) JUN/C1(1)M2(6),,S - PER - New Map,Needs Reply,2017-06-19-18.02.33,2017-05-16-07.30.44,2017-06-19-18.02.33,2017-05-19-08.54.22,,2017-05-12-00.00.00,5377-13400140,,CTE Technical Implementation,,PER - Create new 858 map - SNI_SCM_AdvanSixLLC_O_858_4010,1718,35
5377-13407901,User4,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-02.24.58,2017-05-16-08.21.18,2017-06-19-02.24.58,2017-05-17-06.58.00,,,5377-13385170,,,,CEVA PER LNA-2017-01897 Nike Airfreight Europe Lane: IBM DAMCO AS2 Connection,231,35
5377-13407954,User25,Customer55,Sev 4,B2B Services (Hosted Translations),"TP0/CM0/NM0/MC1/AD10
Partner name - IBM
Document Type - 850 , 855
Map : CONR_IBM_ARGE_I_850_4010",MAY/18/2017,S - PER - parent request,Waiting - Internal,2017-06-19-08.39.13,2017-05-16-08.50.35,2017-06-19-08.39.13,2017-05-16-11.22.31,,2017-05-18-00.00.00,,5377-13413014,CTE Valiation/Testing,,PER - New TP - Need to add new EDI files from IBM Latin America,335,35
5377-13407954,User25,Customer55,Sev 4,B2B Services (Hosted Translations),"TP0/CM0/NM0/MC1/AD10
Partner name - IBM
Document Type - 850 , 855
Map : CONR_IBM_ARGE_I_850_4010",MAY/18/2017,S - PER - parent request,Waiting - Internal,2017-06-19-08.39.13,2017-05-16-08.50.35,2017-06-19-08.39.13,2017-05-16-11.22.31,,2017-05-18-00.00.00,,5377-13423767,CTE Valiation/Testing,,PER - New TP - Need to add new EDI files from IBM Latin America,335,35
5377-13407954,User25,Customer55,Sev 4,B2B Services (Hosted Translations),"TP0/CM0/NM0/MC1/AD10
Partner name - IBM
Document Type - 850 , 855
Map : CONR_IBM_ARGE_I_850_4010",MAY/18/2017,S - PER - parent request,Waiting - Internal,2017-06-19-08.39.13,2017-05-16-08.50.35,2017-06-19-08.39.13,2017-05-16-11.22.31,,2017-05-18-00.00.00,,5377-13423768,CTE Valiation/Testing,,PER - New TP - Need to add new EDI files from IBM Latin America,335,35
5377-13407954,User25,Customer55,Sev 4,B2B Services (Hosted Translations),"TP0/CM0/NM0/MC1/AD10
Partner name - IBM
Document Type - 850 , 855
Map : CONR_IBM_ARGE_I_850_4010",MAY/18/2017,S - PER - parent request,Waiting - Internal,2017-06-19-08.39.13,2017-05-16-08.50.35,2017-06-19-08.39.13,2017-05-16-11.22.31,,2017-05-18-00.00.00,,5377-13477234,CTE Valiation/Testing,,PER - New TP - Need to add new EDI files from IBM Latin America,335,35
5377-13409464,User8,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-06.26.28,2017-05-16-16.24.02,2017-06-19-06.26.28,2017-05-16-16.27.43,2017-06-19-06.26.28,2017-05-30-00.00.00,,5377-13413913,Production Complete,MAY/ERL RC/JUN-S,COCACOLASWIRE_Onboard Project_PER,464,34
5377-13409464,User8,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-06.26.28,2017-05-16-16.24.02,2017-06-19-06.26.28,2017-05-16-16.27.43,2017-06-19-06.26.28,2017-05-30-00.00.00,,5377-13414963,Production Complete,MAY/ERL RC/JUN-S,COCACOLASWIRE_Onboard Project_PER,464,34
5377-13409464,User8,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-06.26.28,2017-05-16-16.24.02,2017-06-19-06.26.28,2017-05-16-16.27.43,2017-06-19-06.26.28,2017-05-30-00.00.00,,5377-13425726,Production Complete,MAY/ERL RC/JUN-S,COCACOLASWIRE_Onboard Project_PER,464,34
5377-13409747,User13,Customer103,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Release - Major,2017-06-19-16.17.53,2017-05-16-17.51.09,2017-06-19-16.17.53,2017-05-17-07.36.03,,2017-06-14-00.00.00,,5377-13412092,Production Complete,JUN/ME,New PER for new customer - Super Store Industries.,114,35
5377-13409747,User13,Customer103,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Release - Major,2017-06-19-16.17.53,2017-05-16-17.51.09,2017-06-19-16.17.53,2017-05-17-07.36.03,,2017-06-14-00.00.00,,5377-13443035,Production Complete,JUN/ME,New PER for new customer - Super Store Industries.,114,35
5377-13409794,User35,Customer58,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-11.21.35,2017-05-16-18.31.10,2017-06-19-11.21.35,2017-05-17-07.34.10,,2017-06-07-00.00.00,,5377-13437592,CTE Valiation/Testing,,"PER PDC - TP setup for Taulia, AS2 & Maps",418,35
5377-13409794,User35,Customer58,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-11.21.35,2017-05-16-18.31.10,2017-06-19-11.21.35,2017-05-17-07.34.10,,2017-06-07-00.00.00,,5377-13437618,CTE Valiation/Testing,,"PER PDC - TP setup for Taulia, AS2 & Maps",418,35
5377-13409794,User35,Customer58,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-11.21.35,2017-05-16-18.31.10,2017-06-19-11.21.35,2017-05-17-07.34.10,,2017-06-07-00.00.00,,5377-13437628,CTE Valiation/Testing,,"PER PDC - TP setup for Taulia, AS2 & Maps",418,35
5377-13410627,User18,Customer69,Sev 4,B2B Services Integration Plus (Managed Services),MAY/N,,S - PER - New Map,Waiting - Client,2017-06-19-12.38.23,2017-05-17-06.49.43,2017-06-19-12.38.23,2017-05-18-06.35.41,,,5377-13399713,,CTE Technical Implementation,,PER for new map for NBTY INC's - SNI_SNC_NBTYITS_O_210_4010,112,34
5377-13410653,User18,Customer69,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-12.37.32,2017-05-17-07.05.42,2017-06-19-12.37.32,2017-05-17-09.50.11,,,5377-13399713,,CTE Technical Implementation,,PER for new FTP setup for  NBTY INC's EDI,90,34
5377-13411538,User7,Customer97,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Needs Reply,2017-06-19-14.56.02,2017-05-17-12.47.38,2017-06-19-14.56.02,2017-05-17-12.53.54,,2017-05-31-00.00.00,,5377-13416114,CTE Valiation/Testing,,New PER - Coburn Supply Map Upgrades for 850 & 810 (v3030 to v4010) [In CTE 05/31],99,34
5377-13411538,User7,Customer97,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Needs Reply,2017-06-19-14.56.02,2017-05-17-12.47.38,2017-06-19-14.56.02,2017-05-17-12.53.54,,2017-05-31-00.00.00,,5377-13416138,CTE Valiation/Testing,,New PER - Coburn Supply Map Upgrades for 850 & 810 (v3030 to v4010) [In CTE 05/31],99,34
5377-13412891,User8,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),MAY/NC1(1) JUN/F1(1.5),JUN/Q1,S - PER - New Map,Waiting - Client,2017-06-19-05.39.43,2017-05-18-04.15.11,2017-06-19-05.39.43,2017-05-23-05.55.30,,2017-05-17-00.00.00,5377-13409660,,CTE Valiation/Testing,,Child Ticket for 204 Map - 204_MarsPetcare_PER_0516 - SNI_SNC_MARSPET_I_204_4010,594,33
5377-13413025,User28,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),MAY/NC1(1) JUN/C1(.5),,S - PER - New Map,Waiting - Client,2017-06-19-15.36.09,2017-05-18-05.56.53,2017-06-19-15.36.09,2017-05-25-13.07.46,,2017-05-19-00.00.00,5377-13389143,,CTE Technical Implementation,,CEVA PER LNA-2017-01868 Nike Airfreight EU - Integration map OB ASN 856 FZB - New Passthrough Map :CEVA_NIKE_O_PASSTHRU_ASN_856,502,33
5377-13413549,User12,Customer71,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Needs Reply,2017-06-19-14.41.30,2017-05-18-10.23.00,2017-06-19-14.41.30,2017-05-22-13.43.51,,2017-05-29-00.00.00,,5377-13431415,Technical Review,,EMEA - Lindt UK: Amazon Invoice - summary modification,86,33
5377-13413757,User8,Customer14,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-02.01.06,2017-05-18-11.33.10,2017-06-19-02.01.06,2017-05-19-07.58.14,,2017-06-05-00.00.00,,5377-13444626,CTE Valiation/Testing,,RE: IT/EDI contact,329,33
5377-13413757,User8,Customer14,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-02.01.06,2017-05-18-11.33.10,2017-06-19-02.01.06,2017-05-19-07.58.14,,2017-06-05-00.00.00,,5377-13444731,CTE Valiation/Testing,,RE: IT/EDI contact,329,33
5377-13415058,User4,Customer4,Sev 2,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-02.36.53,2017-05-19-02.39.33,2017-06-19-02.36.53,2017-05-24-08.31.44,,,,5377-13423997,CTE Technical Implementation,,CEVA PER GHO-2017-03602 Connect EDI to Apple OEM HHTY Hon Hai to OFS,1265,32
5377-13415058,User4,Customer4,Sev 2,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-02.36.53,2017-05-19-02.39.33,2017-06-19-02.36.53,2017-05-24-08.31.44,,,,5377-13426189,CTE Technical Implementation,,CEVA PER GHO-2017-03602 Connect EDI to Apple OEM HHTY Hon Hai to OFS,1265,32
5377-13415058,User4,Customer4,Sev 2,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-02.36.53,2017-05-19-02.39.33,2017-06-19-02.36.53,2017-05-24-08.31.44,,,,5377-13426202,CTE Technical Implementation,,CEVA PER GHO-2017-03602 Connect EDI to Apple OEM HHTY Hon Hai to OFS,1265,32
5377-13415661,User7,Customer24,Sev 4,B2B Services Integration Plus (Managed Services),MAY/N JUN/C1(1.5)R1(.05),,S - PER - New Map,Waiting - Client,2017-06-19-15.39.13,2017-05-19-09.36.43,2017-06-19-15.39.13,2017-05-22-14.03.41,,2017-05-26-00.00.00,5377-13387616,,CTE Valiation/Testing,,PER - New Map - DESC_TREMEC_TRUCKPRO_OB_855_5010 [In CTE 05/26],564,32
5377-13415684,User25,Customer46,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-08.07.40,2017-05-19-09.51.31,2017-06-19-08.07.40,2017-05-19-09.58.51,,2017-06-13-00.00.00,,5377-13465075,CTE Valiation/Testing,,"PER - Carbon Copy data to a new trading partner, HighRadius",259,32
5377-13415684,User25,Customer46,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-08.07.40,2017-05-19-09.51.31,2017-06-19-08.07.40,2017-05-19-09.58.51,,2017-06-13-00.00.00,,5377-13465079,CTE Valiation/Testing,,"PER - Carbon Copy data to a new trading partner, HighRadius",259,32
5377-13416104,User11,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),MAY/R1(2),,S - PER - New Map,Waiting - Client,2017-06-19-02.24.43,2017-05-19-12.45.04,2017-06-19-02.24.43,2017-05-23-10.21.19,,,5377-13389128,,,,CEVA PER LNA-2017-01867 Nike Airfreight EU - Integration map SRN 861 FSU-RCS,722,32
5377-13416114,User7,Customer97,Sev 3,B2B Services Integration Plus (Managed Services),MAY/NR1(1) A2(1.5) JUN/M1(.5)C3(12),,S - PER - Map Change,Needs Reply,2017-06-19-14.54.01,2017-05-19-12.48.27,2017-06-19-14.54.01,2017-05-25-07.09.12,,2017-05-31-00.00.00,5377-13411538,,CTE Valiation/Testing,,PER - New Map - ELKAY_COBU_I_850_4010 [In CTE 05/31],1681,32
5377-13416138,User7,Customer97,Sev 3,B2B Services Integration Plus (Managed Services),MAY/NC2(2.5),,S - PER - Map Change,Needs Reply,2017-06-19-14.54.43,2017-05-19-13.03.54,2017-06-19-14.54.43,2017-05-23-09.58.24,,2017-05-31-00.00.00,5377-13411538,,CTE Valiation/Testing,,PER - New Map - ELKAY_COBU_O_810_4010 [In CTE 05/31],514,32
5377-13417097,User20,Customer98,Sev 3,B2B Services (Hosted Translations),MAY/N,,S - PER - New Map,Waiting - Client,2017-06-19-03.03.04,2017-05-20-11.21.49,2017-06-19-03.03.04,2017-05-22-05.50.32,,,5377-13411287,,,,PER - New TP -  Boots UK - INBOUND ORDERS - TRADACOM TO FLATFILE - KIND_BOOT_I_ORDERS_TRAD_9,673,31
5377-13421048,User21,Customer99,Sev 3,B2B Services (Hosted Translations),MAY/W(8),,S - PER - New Map,Waiting - Client,2017-06-19-16.30.36,2017-05-23-05.49.14,2017-06-19-16.30.36,2017-05-24-00.02.48,,,5377-13419649,,,,New map for Amazon Italy DESADV D96A,575,28
5377-13421095,User18,Customer39,Sev 4,B2B Services (Hosted Translations),MAY/W(3)R1(.1)C1(1) JUN/C1(1),,S - PER - New Map,Needs Reply,2017-06-19-14.05.57,2017-05-23-06.21.54,2017-06-19-14.05.57,2017-05-24-11.19.56,,,5377-13415809,,CTE Technical Implementation,,PER new 846 map for ? ADORAMA US - MANF_ADORAMA_846_O_4010_TO_XML,1017,28
5377-13423613,User6,Customer100,Sev 3,B2B Services Integration Plus (Managed Services),MAY/C1(1) JUN/C1(1),,S - PER - Map Change,Waiting - Client,2017-06-19-04.33.21,2017-05-24-04.42.22,2017-06-19-04.33.21,2017-05-29-06.27.34,,,,,,,MAPA PER FR HANMOVD96A map modification pour LM- MAPA_FR_SAP_GNR1_O_HANMOV_D96A,187,27
5377-13423953,User51,Customer96.,Sev 4,B2B Services Integration Plus (Managed Services),MAY/N JUN/R2(1.5),,S - PER - New Map,Work In Progress,2017-06-19-18.06.10,2017-05-24-07.57.02,2017-06-19-18.06.10,2017-05-24-14.49.21,,2017-05-25-00.00.00,5377-13334959,5377-13439161,CTE Valiation/Testing,MAY/ME,PER - New Map - EMILIAPC_CHR_I_846_4010 [In CTE 05/25],270,27
5377-13424263,User38,Customer79,Sev 4,B2B Services Integration Plus (Managed Services),MAY/N,,S - PER - New Map,Assigned,2017-06-19-21.14.03,2017-05-24-10.30.28,2017-06-19-21.14.03,2017-05-25-06.32.20,,2017-05-24-00.00.00,5377-13414253,,CTE Technical Implementation,,Per for Morgan Brothers - Create a new Outbound 855 Map for Morgan Brothers - AOS_ASI_MORGANBROS_O_855_4010,308,27
5377-13424695,User54,Customer77,Sev 4,B2B Services Integration Plus (Managed Services),MAY/R1(.75) JUN/A1(.5)N,,S - PER - New Map,Waiting - Client,2017-06-19-12.53.42,2017-05-24-13.09.07,2017-06-19-12.53.42,2017-05-27-11.47.13,,2017-05-23-00.00.00,5377-13416469,,CTE Technical Implementation,,PER GSA - IB 850 Map-New Map:  MLOCK_GSA_I_850_3040,647,27
5377-13424911,User34,Customer47,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Needs Reply,2017-06-19-17.25.18,2017-05-24-14.29.59,2017-06-19-17.25.18,2017-05-24-14.33.18,,2017-05-25-00.00.00,,,Technical Review,,"PER - Mills Products SFTP
IP:  No,  Egress:  No,  Class C:  Yes ",97,27
5377-13424956,User21,Customer9,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-16.22.33,2017-05-24-14.50.10,2017-06-19-16.22.33,2017-05-24-14.58.50,,2017-05-25-00.00.00,,5377-13426353,CTE Valiation/Testing,,Fw: PER for 139557- HC Queretaro S.A. de C.V.,221,27
5377-13424956,User21,Customer9,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-16.22.33,2017-05-24-14.50.10,2017-06-19-16.22.33,2017-05-24-14.58.50,,2017-05-25-00.00.00,,5377-13426355,CTE Valiation/Testing,,Fw: PER for 139557- HC Queretaro S.A. de C.V.,221,27
5377-13425052,User52,Customer31,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Needs Reply,2017-06-19-08.51.02,2017-05-24-15.29.59,2017-06-19-08.51.02,2017-05-24-15.35.46,,2017-05-25-00.00.00,,5377-13426048,Production Validation,MAY/E,TP Setup for 82300 TSUDA USA,210,27
5377-13425052,User52,Customer31,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Needs Reply,2017-06-19-08.51.02,2017-05-24-15.29.59,2017-06-19-08.51.02,2017-05-24-15.35.46,,2017-05-25-00.00.00,,5377-13426072,Production Validation,MAY/E,TP Setup for 82300 TSUDA USA,210,27
5377-13425147,User3,Customer43,Sev 4,B2B Services Integration Plus (Managed Services),MAY/A1(1) JUN/NA3(2)M2(1.5),,S - PER - New Map,Waiting - Client,2017-06-19-15.30.58,2017-05-24-16.10.47,2017-06-19-15.30.58,2017-05-25-12.40.03,,2017-05-30-00.00.00,,,Technical Review,,PER - Dignity Health + New TP + New 810 Translation Map -BBU_BUSS_DIGN_O_810_4010,727,27
5377-13426656,User66,Customer101,Sev 3,B2B Services Integration Plus (Managed Services),MAY/N JUN/C2(4)X1(1)F1(2.5),JUN/Q2,S - PER - New Map,Assigned,2017-06-19-23.28.22,2017-05-25-11.41.01,2017-06-19-23.28.22,2017-05-29-03.21.33,,2017-05-25-00.00.00,5377-13424192,,CTE Valiation/Testing,,PER - New Map   NERA_BARNEYS_I_850_4030_SPE,898,26
5377-13426819,User13,Customer48,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Release - Major,2017-06-19-10.30.39,2017-05-25-13.00.18,2017-06-19-10.30.39,2017-05-25-13.03.13,,2017-06-19-00.00.00,,5377-13439775,Production Validation,JUN/ME,PER for Systems 2000 ,78,26
5377-13426819,User13,Customer48,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Release - Major,2017-06-19-10.30.39,2017-05-25-13.00.18,2017-06-19-10.30.39,2017-05-25-13.03.13,,2017-06-19-00.00.00,,5377-13439788,Production Validation,JUN/ME,PER for Systems 2000 ,78,26
5377-13427051,User21,Customer31,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Needs Reply,2017-06-19-16.35.11,2017-05-25-15.02.04,2017-06-19-16.35.11,2017-05-25-15.09.30,,2017-05-26-00.00.00,,5377-13427980,Production Validation,MAY/E,TP Setup for TMMGT 61960 Aisin Auto Guanajuato,261,26
5377-13427051,User21,Customer31,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Needs Reply,2017-06-19-16.35.11,2017-05-25-15.02.04,2017-06-19-16.35.11,2017-05-25-15.09.30,,2017-05-26-00.00.00,,5377-13428537,Production Validation,MAY/E,TP Setup for TMMGT 61960 Aisin Auto Guanajuato,261,26
5377-13428173,User8,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),MAY/R2(3.5) JUN/R1(1)N,,S - PER - New Map,Waiting - Client,2017-06-19-02.04.20,2017-05-26-04.42.14,2017-06-19-02.04.20,2017-05-26-09.50.49,,2017-05-26-00.00.00,5377-13407554,,CTE Valiation/Testing,,Child Ticket for New Map - CEVA PER LNA-2017-01936 Ecolab - ERP change to SAP - Hazard Material Interface :CEVA_ECOLAB_SAP_I_HAZMAT_XML_FF,743,25
5377-13428797,User16,Customer49,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Release - Monthly,2017-06-19-16.24.14,2017-05-26-11.13.08,2017-06-19-16.24.14,2017-05-26-11.16.12,,2017-05-30-00.00.00,,,CTE Valiation/Testing,,PER-Kraft_SUPPLIER-Cargill Oils_Salt_Textures,476,25
5377-13429433,User4,Customer102,Sev 3,B2B Services (Hosted Translations),"TP1/CM0/NM2/MC0/AD2 
Partner Name - Lowes
Document types- 850,870
New Map - ALT_LOWES_O_870_4010
Type - 1
Complexity - Complex
New Map - ALT_LOWES_I_850_4010
Type - 2
Complexity - Complex",02/JUN/2017,S - PER - parent request,Waiting - Client,2017-06-19-02.39.31,2017-05-26-18.15.03,2017-06-19-02.39.31,2017-05-31-07.09.53,,2017-06-02-00.00.00,,5377-13434920,CTE Valiation/Testing,,PER New Map/attached for LOWES 850 & 870 maps creation,572,25
5377-13429433,User4,Customer102,Sev 3,B2B Services (Hosted Translations),"TP1/CM0/NM2/MC0/AD2 
Partner Name - Lowes
Document types- 850,870
New Map - ALT_LOWES_O_870_4010
Type - 1
Complexity - Complex
New Map - ALT_LOWES_I_850_4010
Type - 2
Complexity - Complex",02/JUN/2017,S - PER - parent request,Waiting - Client,2017-06-19-02.39.31,2017-05-26-18.15.03,2017-06-19-02.39.31,2017-05-31-07.09.53,,2017-06-02-00.00.00,,5377-13438847,CTE Valiation/Testing,,PER New Map/attached for LOWES 850 & 870 maps creation,572,25
5377-13429433,User4,Customer102,Sev 3,B2B Services (Hosted Translations),"TP1/CM0/NM2/MC0/AD2 
Partner Name - Lowes
Document types- 850,870
New Map - ALT_LOWES_O_870_4010
Type - 1
Complexity - Complex
New Map - ALT_LOWES_I_850_4010
Type - 2
Complexity - Complex",02/JUN/2017,S - PER - parent request,Waiting - Client,2017-06-19-02.39.31,2017-05-26-18.15.03,2017-06-19-02.39.31,2017-05-31-07.09.53,,2017-06-02-00.00.00,,5377-13438942,CTE Valiation/Testing,,PER New Map/attached for LOWES 850 & 870 maps creation,572,25
5377-13430770,User32,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-02.53.44,2017-05-29-03.40.21,2017-06-19-02.53.44,2017-06-05-14.34.09,,2017-06-06-00.00.00,,5377-13447638,CTE Technical Implementation,,CEVA PER GHO-2017-03586 EDI - Ocean - Heinz - Ops EMAIL Notification for EDI 300,458,22
5377-13430803,User12,Customer13,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-11.53.03,2017-05-29-04.12.41,2017-06-19-11.53.03,2017-06-01-16.22.18,,2017-06-02-00.00.00,5377-13442848,5377-13446476,Technical Review,,CEVA PER LNA-2017-02305 Sportmaster BKD-VCB Map,278,22
5377-13430803,User12,Customer13,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-11.53.03,2017-05-29-04.12.41,2017-06-19-11.53.03,2017-06-01-16.22.18,,2017-06-02-00.00.00,5377-13442848,5377-13446703,Technical Review,,CEVA PER LNA-2017-02305 Sportmaster BKD-VCB Map,278,22
